Customer Name,Address Line1,Address Line2,Address Line3,Address Line4,Postcode,Telephone,Mobile,Email,Web,VAT No,Company No,Contact Salutation,Contact First Name,Contact Last Name,Contact Position,Contact Email,Contact Phone,Contact Mobile,Industry
Eye Level Media,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01253 316518,01253 310062,,www.eyelevelmedia.co.uk,,,,,,,,,,,
Eyeconomy,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7618 9018  ,,,www.eyeconomy.co.uk,,,,,,,,,,,
Eyestorm (Europe),Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 703 34321,,,,,,,,,,,,,,
F & N Coca Cola (Malaysia),Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,03-5101 4288,,,,,,,,,,,,,,
F B Ellmer Ltd Trading as Ellmer Construction,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8943 5252,020 8943 3969,info@ellmers.co.uk,www.ellmers.co.uk,,,,,,,,,,,
F T Finance,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
F.W. Mason & Sons Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0115 911 3500,,,,,,,,,,,,,,
F2 Chemicals,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01772 775 804,,,,,,,,,,,,,,
Faber Maunsell Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8784 5784,,,www.fabermaunsell.com,,,,,,,,,,,
Facom UK Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01922 702000,,,www.facomtools.co.uk,,,,,,,,,,,
Fairfax Meadow,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01332 861200,,,www.fairfaxmeadow.co.uk,,,,,,,,,,,
Fairplay Publications Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01737 379 000,,,http://www.fairplay-publications.co.uk,,,,,,,,,,,
Falcon (London) Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7582 6900,,,,,,,,,,,,,,
Family Investments,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01273 725272,01273 736958,,www.family.co.uk,,,,,,,,,,,
Famous Faces,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7328 1411,,,,,,,,,,,,,,
FAST,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01628 622 121,,,http://www.fast.org.uk,,,,,,,,,,,
Fast Hosts,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01452 541259,,,www.fasthosts.co.uk,,,,,,,,,,,
Fateh Power,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,092 300 837 7737,,fateh-power@cyber.net.pk,,,,,,,,,,,,
Faversham House Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8651 7100,,,www.fhgmedia.com,,,,,,,,,,,
FDK Communications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Feather Brooksbank,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 0131 555 2554,,,,,,,,,,,,,,
Federation of Master Builders,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7242 7583,,,,,,,,,,,,,,
Federation of sports and play associations,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,02476 414999,02476 414990,,www.thesportslife.com,,,,,,,,,,,
Fenman Publishing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01353 66 55 33,,,,,,,,,,,,,,
Fermanagh Herald,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,028 6632 2066,,,,,,,,,,,,,,
Fermax UK Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01277 634 555,01277 634 666,,www.fermax.es,,,,,,,,,,,
Fern Training & Development,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Ferris Consultancy,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 713 6195,,,www.ferrisconsultancy.com,,,,,,,,,,,
FFP Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01635 817 434,,,,,,,,,,,,,,
Field and Lawn Marquees,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0117 980 1120,0117 980 1121,,www.fieldandlawn.com,,,,,,,,,,,
Filing Plus Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 020 7489 0569,,,,,,,,,,,,,,
Filofax Int,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Finance Professionals,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7845 4218,,,,,,,,,,,,,,
Financial Dynamics,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 8313113 ,,,www.fd.com,,,,,,,,,,,
Financial Services NTO,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Findlay Publications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01322 221144,01322 289 577,,,,,,,,,,,,,
Finex,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7326 9191,,,www.finexgroup.com/experiment.html,,,,,,,,,,,
Finlayson Media Communications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,020 8906 8808,,,,,,,,,,,,,
Finning (UK) Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01543 461461,01543 461700,,http://www.finning.co.uk/default.asp,,,,,,,,,,,
Finning Group UK,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01543 461774,01543 461774,,www.finning.co.uk,,,,,,,,,,,
Fire Factors International Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Fire Protection Association,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01608 812500,01608812501,,www.thefpa.co.uk,,,,,,,,,,,
Firebrand Promotions Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01372-376554,01372-386385,,www.firebrandpromotions.co.uk,,,,,,,,,,,
Firefly Communications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7381 4505,,,,,,,,,,,,,,
Firefly Communications Limited,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7386 1400,020 7385 4768,,www.fireflycomms.com,,,,,,,,,,,
Firefly Technology,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,http://www.fireflytech.com,,,,,,,,,,,
Firmdale Hotels,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7581 4045,,,,,,,,,,,,,,
Firoco,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 87675 588,,,,,,,,,,,,,,
First Engineering Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0121 345 5020,,,,,,,,,,,,,,
First Mortgage,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0131 622 7027,,,www.firstmortgage.co.uk,,,,,,,,,,,
First Option Hotel Reservations Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0161 440 4000,0161 968 9000,dmurray@first-option.co.uk,www.first-option.co.uk,,,,,,,,,,,
First Press Publishing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0141 242 1400,,,,,,,,,,,,,,
First Stop,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Fishburn Hedges,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7839 4321,,,,,,,,,,,,,,
Fitness Exchange,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0171 638 3811,,,,,,,,,,,,,,
Fitness First (Camden),Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Fitness First plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01202 845 000,,,,,,,,,,,,,,
Fitness First2,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Five Element Acupuncture,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Five Nines,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
FKI Logistex,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01858 436335,01858 410054,,http://www.eu.fkilogistex.com/front.htm,,,,,,,,,,,
Fleet UK,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8398 5735,,,,,,,,,,,,,,
Fleetway Editions,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Fleishman-Hillard,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Flexiform Business Furniture,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01274 706 206,,,flexiform.co.uk,,,,,,,,,,,
Flexjet Europe,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,07000 353 9538,,,http://www.flexjeteurope.com,,,,,,,,,,,
Flight Centre,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Floorheatech,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0800 8144328,,,www.floorheatech.co.uk,,,,,,,,,,,
Fluor Industrial Services Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01224 780790,01224 783078,,,,,,,,,,,,,
FMC,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01923 851 783,,,,,,,,,,,,,,
FMI Limited,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7432 3281,,,www.fmi.uk.com,,,,,,,,,,,
Focal Press,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01865 314 571,,,,,,,,,,,,,,
FOCUS Central London,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0171 896 8484,,,,,,,,,,,,,,
Focus Pr Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Foilex,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01952 289 209,,,,,,,,,,,,,,
Fontina Industries,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Food and Drink Federation,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7836 2460,,,,,,,,,,,,,,
Food By Design,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01494 87 57 00,,,,,,,,,,,,,,
Foodscan Laboratories,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0141 882 6200,0141 882 3200,,,,,,,,,,,,,
Football,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Forbes,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Force-techie Limited,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01372 374758,01372 361853,,www.force-techie.co.uk,,,,,,,,,,,
Forensic Science Service,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0) 121 607 6933,,,,,,,,,,,,,,
Forensic Science Service,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0121 329 5200,0121 622 3102,,www.forensic.gov.uk,,,,,,,,,,,
Foretell Media Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0800 018 0305,,,,,,,,,,,,,,
Forme Communications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,8780 7800,,,,,,,,,,,,,,
Forme Communications Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0181 780 7800,0181 788 2276,,,,,,,,,,,,,
Formula Won,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Fortnum and Mason,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Forvus,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 819 1002,,,,,,,,,,,,,,
Forward,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7734 2303,020 7734 1700,,www.theforwardgroup.com,,,,,,,,,,,
Forward Publishing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0171 292 5537,,,,,,,,,,,,,,
Forward Publishing Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7734 2303,,,,,,,,,,,,,,
Foundation Housing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,  0113 368 8800,,,,,,,,,,,,,,
FOW,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7827 9977,,,,,,,,,,,,,,
Fox Publishing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8332 9090,020 8332 9991,,,,,,,,,,,,,
"Fox Publishing - ""Food & Travel""",Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0181 332 9090,020 8332 9991,,,,,,,,,,,,,
Fox Williams Solicitors,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 628 2000,,,,,,,,,,,,,,
Fox*,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
FPA,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7902 5302,020 7902 5301,,http://thefpa.co.uk,,,,,,,,,,,
FPI,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7353 7546,020 7353 7547,,http://www.fpionline.com,,,,,,,,,,,
Frameline Productions,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7636 1303,,,,,,,,,,,,,,
Franchi,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 6072200,020 7485 4637,,www.franchi.co.uk,,,,,,,,,,,
Francial Dynamics,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 8313113,,,www.fd.com,,,,,,,,,,,
Frank Magazine,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Franke UK Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,hhtp://www.franke.com,,,,,,,,,,,
Frankie & Benny's,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01905 25703,01905 25718,,,,,,,,,,,,,
Fransa,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 0207 291 4320,,,,,,,,,,,,,,
Freecards,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0181 237 8600,,,,,,,,,,,,,,
freefrom Publications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,07976 266 010,,,,,,,,,,,,,,
Freehand Graphic Services,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0148 3200111,,,,,,,,,,,,,,
Freelance Training Services,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01525 714 829,,,,,,,,,,,,,,
Freestyle Publications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01202 735 090,,,,,,,,,,,,,,
Freight Transport Association,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01892 526171,01892 534989,,,,,,,,,,,,,
Frencon Construction Limited,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8995 4223,020 8741 1442,,www.frencon.co.uk,,,,,,,,,,,
Frensham Pond Hotel,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01252 79 51 61,,,,,,,,,,,,,,
Fresh Direction,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7449 0900,020 7424 0100,,http://www.freshdirection.co.uk,,,,,,,,,,,
Freud Communications.Bp,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 020 7580 2626 ext 475,,,,,,,,,,,,,,
Friday-Ad Ltd.,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0870) 162 9999,,,,,,,,,,,,,,
FT Business Research,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7873 3000,,,,,,,,,,,,,,
FT Law & Tax,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
FT Magazines,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Fuller Peiser 2,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Fusion IT UK Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Fusion Radio Holdings,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7734 9210,,,,,,,,,,,,,,
Future Events News Service,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8672 3191,,,,,,,,,,,,,,
Future Film Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7434 6600,020 7434 6633,,www.futurefilmgroup.com,,,,,,,,,,,
Future Network Support Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8853 2555,,,www.futurenetworks.co.uk,,,,,,,,,,,
Future Publishing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01225 442 244,01225 462 986,,,,,,,,,,,,,
Future Publishing Ltd.,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01225 442 244,01225 462 986,,,,,,,,,,,,,
Future Video Services,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Futures,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
G and J of the UK,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0171 519 5500 / 5771,,,,,,,,,,,,,,
Galileo,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0) 1753 288000,(0) 1753 288001,,,,,,,,,,,,,
Gamble Trackline Services,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01206 790 249,,,www.gamblegroup.co.uk,,,,,,,,,,,
Gardiner-Caldwell Communications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01625 664 000,,,www.thgc-group.com/,,,,,,,,,,,
Gardner Consulting,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Garlway,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01482 862 194,,,,,,,,,,,,,,
Garmin (Europe) Ltd.,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01794 519944,,,www.garmin.com,,,,,,,,,,,
Garware Polyester Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0208 424 8877,0208 424 2777,,www.garwarepoly.com,,,,,,,,,,,
Gazelle Logistics,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01256 359 300,,,,,,,,,,,,,,
GBL International,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01246 868900,,,,,,,,,,,,,,
Gcap Media,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7054 8000,,,www.gcapmedia.com,,,,,,,,,,,
GE Capital,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7302 6000,,,,,,,,,,,,,,
GE FRANKONA,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,02073379500,,,,,,,,,,,,,,
GE Infrastructure Security,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Geest plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01775 761111,,,,,,,,,,,,,,
Geest Prepared Foods,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01775 763 317,,,,,,,,,,,,,,
Gemco training,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Gemre Financial Securities,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Gemserv Limited,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 70901072,020 7090 1001,,www.gemserv.com,,,,,,,,,,,
General Mills Europe,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 01895 201133,,,,,,,,,,,,,,
Genesys Conferencing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8288 6920,,,www.genesys.com,,,,,,,,,,,
Gent Services,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0116 246 2031,0116 246 2286,,gentservices.com,,,,,,,,,,,
Genus Breeding,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01270 616 616,,,,,,,,,,,,,,
Geoff Howe Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0208 941 7575,,,www.geoffhowe.com,,,,,,,,,,,
Geoffrey Osborne Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
George Elliot Hospital,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,02476 351 351 bleep 6019,,,,,,,,,,,,,,
Georgia Pacific UK Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01895 626 506,,,gapac.com,,,,,,,,,,,
GERALD EVE & CO. SERVICES,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,02073336335,,,,,,,,,,,,,,
